sourceTaxonId	sourceTaxonName	sourceTaxonLifestage	interactionTypeId	interactionTypeName	targetTaxonId	targetTaxonName	localityId	localityName	decimalLatitude	decimalLongitude	observationDateTime	SourceCitation	referenceDoi	referenceCitation
EOL:699215	Tomicus piniperda	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:14029	Picea	GEONAMES:2638360	Scotland				Munro, J.W.(1926) Bull. For. Commn, Lond. 8 1-77: 52		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:683045	Cryphalus abietis	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:1033070	Abies alba	GEONAMES:2638360	Scotland				Munro, J.W.(1926) Bull. For. Commn, Lond. 8 1-77: 60		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:683045	Cryphalus abietis	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:14029	Picea	GEONAMES:2638360	Scotland				Munro, J.W.(1926) Bull. For. Commn, Lond. 8 1-77: 60		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:683045	Cryphalus abietis	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:1059929	Pinus sylvestris	GEONAMES:2638360	Scotland				Munro, J.W.(1926) Bull. For. Commn, Lond. 8 1-77: 60		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:684347	Ips acuminatus	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:14031	Pinus	GEONAMES:2638360	Scotland				Munro, J.W.(1926) Bull. For. Commn, Lond. 8 1-77: 69		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:683045	Cryphalus abietis	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:1061712	Pseudotsuga menziesii	GEONAMES:2638360	Scotland				Munro, J.W.(1926) Bull. For. Commn, Lond. 8 1-77: 60		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:699215	Tomicus piniperda	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:1061712	Pseudotsuga menziesii	GEONAMES:2638360	Scotland				Munro, J.W.(1926) Bull. For. Commn, Lond. 8 1-77: 52		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:953622	Roeslerstammia erxlebella	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:44475	Betula	GEONAMES:2638360	Scotland				Agassiz, D.J.L.(1987) Proc. and Trans. Br. entomol. and natur. Hist. Soc. 0020: 0001 0001-0026: 0024		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:953622	Roeslerstammia erxlebella	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:39692789	Tilia	GEONAMES:2638360	Scotland				Agassiz, D.J.L.(1987) Proc. and Trans. Br. entomol. and natur. Hist. Soc. 0020: 0001 0001-0026: 0024		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:2868063	Cedestis gysseleniella	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:1059929	Pinus sylvestris	GEONAMES:2638360	Scotland				Agassiz, D.J.L.(1987) Proc. and Trans. Br. entomol. and natur. Hist. Soc. 0020: 0001 0001-0026: 0021		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:298874	Bupalus piniaria	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:1061656	Larix decidua	GEONAMES:2638360	Scotland				Bevan, D. & Brown, R.M.(1978) Forest Rec., Lond. 119 1-13: 1		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:298874	Bupalus piniaria	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:1059929	Pinus sylvestris	GEONAMES:2638360	Scotland				Bevan, D. & Brown, R.M.(1978) Forest Rec., Lond. 119 1-13: 1		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:298874	Bupalus piniaria	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:1061712	Pseudotsuga menziesii	GEONAMES:2638360	Scotland				Bevan, D. & Brown, R.M.(1978) Forest Rec., Lond. 119 1-13: 1		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:298874	Bupalus piniaria	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:1061758	Pinus contorta	GEONAMES:2638360	Scotland				Bevan, D. & Brown, R.M.(1978) Forest Rec., Lond. 119 1-13: 1		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:3688386	Elatophilus nigricornis	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:1059929	Pinus sylvestris	GEONAMES:2638360	Scotland				Southwood, T.R.E. & Leston, D. (1959) Land and water bugs of the British Isles 1-436: 173		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:951417	Atemelia torquatella	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:44475	Betula	GEONAMES:2638360	Scotland				Agassiz, D.J.L.(1987) Proc. and Trans. Br. entomol. and natur. Hist. Soc. 0020: 0001 0001-0026: 0024		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:951417	Atemelia torquatella	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:60724	Ulmus	GEONAMES:2638360	Scotland				Agassiz, D.J.L.(1987) Proc. and Trans. Br. entomol. and natur. Hist. Soc. 0020: 0001 0001-0026: 0024		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:472592	Brachylomia viminalis	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:32667	Salix	GEONAMES:2638360	Scotland				Eds. Heath, J. & Emmet, A.M. (1983) The Moths and Butterflies of Great Britain and Ireland 10 1-459: 54		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:3639930	Cheilosia grossa	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:468830	Cirsium vulgare	GEONAMES:2638360	Scotland				Rotheray, G.E.(1988) Jnl. nat. Hist. 22 17-25: 23		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:471582	Aporophyla lutulenta	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:583611	Calluna vulgaris	GEONAMES:2638360	Scotland				Eds. Heath, J. & Emmet, A.M. (1983) The Moths and Butterflies of Great Britain and Ireland 10 1-459: 63		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:3940010	Diarsia dahlii	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:29927	Crataegus	GEONAMES:2638360	Scotland				Heath, J. & Emmet, A.M. (eds) (1979) The Moths and Butterflies of Great Britain and Ireland 9 1-288: 173		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:868188	Acherontia atropos	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:595387	Fraxinus excelsior	GEONAMES:2638360	Scotland				Heath, J. & Emmet, A.M. (eds) (1979) The Moths and Butterflies of Great Britain and Ireland 9 1-288: 23		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:3940010	Diarsia dahlii	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:40956	Plantago	GEONAMES:2638360	Scotland				Heath, J. & Emmet, A.M. (eds) (1979) The Moths and Butterflies of Great Britain and Ireland 9 1-288: 173		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:3940010	Diarsia dahlii	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:623089	Rubus fruticosus	GEONAMES:2638360	Scotland				Heath, J. & Emmet, A.M. (eds) (1979) The Moths and Butterflies of Great Britain and Ireland 9 1-288: 173		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:3940010	Diarsia dahlii	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:38064	Rumex	GEONAMES:2638360	Scotland				Heath, J. & Emmet, A.M. (eds) (1979) The Moths and Butterflies of Great Britain and Ireland 9 1-288: 173		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:3940010	Diarsia dahlii	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:32667	Salix	GEONAMES:2638360	Scotland				Heath, J. & Emmet, A.M. (eds) (1979) The Moths and Butterflies of Great Britain and Ireland 9 1-288: 173		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:868188	Acherontia atropos	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:482935	Solanum tuberosum	GEONAMES:2638360	Scotland				Heath, J. & Emmet, A.M. (eds) (1979) The Moths and Butterflies of Great Britain and Ireland 9 1-288: 23		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:286891	Eupithecia tantillaria	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:1061648	Picea abies	GEONAMES:2638360	Scotland				Brit. Ent. and Nat. Hist. Soc. (1981) An identification guide to the British pugs. Lepidoptera Geometridae 1-42: 31		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:286891	Eupithecia tantillaria	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:1061712	Pseudotsuga menziesii	GEONAMES:2638360	Scotland				Brit. Ent. and Nat. Hist. Soc. (1981) An identification guide to the British pugs. Lepidoptera Geometridae 1-42: 31		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:17267376	Pristiphora saxsenii	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:13998	Abies	GEONAMES:2638360	Scotland				Benson, R.B.(1958) Handbk Ident. Br. Insects VI: 2C 139-252: 171		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:3764391	Pristiphora abietina	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:13998	Abies	GEONAMES:2638360	Scotland				Benson, R.B.(1958) Handbk Ident. Br. Insects VI: 2C 139-252: 174		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:17267351	Pristiphora ambigua	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:13998	Abies	GEONAMES:2638360	Scotland				Benson, R.B.(1958) Handbk Ident. Br. Insects VI: 2C 139-252: 175		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:3764392	Pristiphora amphibola	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:13998	Abies	GEONAMES:2638360	Scotland				Benson, R.B.(1958) Handbk Ident. Br. Insects VI: 2C 139-252: 176		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:5006597	Rhogogaster chlorosoma	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:107300	Alnus	GEONAMES:2638360	Scotland				Benson, R.B.(1952) Handbk Ident. Br. Insects VI: 2B 51-137: 121		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:17267376	Pristiphora saxsenii	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:14029	Picea	GEONAMES:2638360	Scotland				Benson, R.B.(1958) Handbk Ident. Br. Insects VI: 2C 139-252: 171		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:3764391	Pristiphora abietina	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:14029	Picea	GEONAMES:2638360	Scotland				Benson, R.B.(1958) Handbk Ident. Br. Insects VI: 2C 139-252: 174		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:17267351	Pristiphora ambigua	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:14029	Picea	GEONAMES:2638360	Scotland				Benson, R.B.(1958) Handbk Ident. Br. Insects VI: 2C 139-252: 175		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:3764392	Pristiphora amphibola	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:14029	Picea	GEONAMES:2638360	Scotland				Benson, R.B.(1958) Handbk Ident. Br. Insects VI: 2C 139-252: 176		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:5006597	Rhogogaster chlorosoma	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:39565	Populus	GEONAMES:2638360	Scotland				Benson, R.B.(1952) Handbk Ident. Br. Insects VI: 2B 51-137: 121		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:3687266	Aleyrodes fragariae	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:623089	Rubus fruticosus	GEONAMES:2638360	Scotland				Mound, L.A.(1966) Bull. Br. Mus. nat. Hist., B. 17: 9 399-428: 406		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:5006597	Rhogogaster chlorosoma	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:32667	Salix	GEONAMES:2638360	Scotland				Benson, R.B.(1952) Handbk Ident. Br. Insects VI: 2B 51-137: 121		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:5006597	Rhogogaster chlorosoma	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:29929	Sorbus	GEONAMES:2638360	Scotland				Benson, R.B.(1952) Handbk Ident. Br. Insects VI: 2B 51-137: 121		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:3687266	Aleyrodes fragariae	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:488109	Symphoricarpos rivularis	GEONAMES:2638360	Scotland				Mound, L.A.(1966) Bull. Br. Mus. nat. Hist., B. 17: 9 399-428: 406		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:3687266	Aleyrodes fragariae	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:479009	Chamaenerion angustifolium	GEONAMES:2638360	Scotland				Mound, L.A.(1966) Bull. Br. Mus. nat. Hist., B. 17: 9 399-428: 406		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:3687266	Aleyrodes fragariae	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:581940	Aegopodium podagraria	GEONAMES:2638360	Scotland				Mound, L.A.(1966) Bull. Br. Mus. nat. Hist., B. 17: 9 399-428: 406		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:3687266	Aleyrodes fragariae	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:488725	Lonicera periclymenum	GEONAMES:2638360	Scotland				Mound, L.A.(1966) Bull. Br. Mus. nat. Hist., B. 17: 9 399-428: 406		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:5006597	Rhogogaster chlorosoma	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:629935	Filipendula ulmaria	GEONAMES:2638360	Scotland				Benson, R.B.(1952) Handbk Ident. Br. Insects VI: 2B 51-137: 121		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:3687266	Aleyrodes fragariae	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:629935	Filipendula ulmaria	GEONAMES:2638360	Scotland				Mound, L.A.(1966) Bull. Br. Mus. nat. Hist., B. 17: 9 399-428: 406		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:3687266	Aleyrodes fragariae	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:579684	Teucrium scorodonia	GEONAMES:2638360	Scotland				Mound, L.A.(1966) Bull. Br. Mus. nat. Hist., B. 17: 9 399-428: 406		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:524022	Phlogophora meticulosa	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:597748	Pteridium aquilinum	GEONAMES:2638360	Scotland				Lawton, J.H.(1976) Bot. J. Linn. Soc. 73 187-216: 214		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:172741	Carterocephalus palaemon	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:1115039	Molinia caerulea	GEONAMES:2638360	Scotland				Asher et al (2001). The Millenium Atlas of Butterflies in Britain and Ireland,		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:473255	Papestra biren	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:594875	Myrica gale	GEONAMES:2638360	Scotland				Heath, J. & Emmet, A.M. (eds) (1979) The Moths and Butterflies of Great Britain and Ireland 9 1-288: 223		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
EOL:473255	Papestra biren	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002470	Eats	EOL:585391	Polygonum aviculare	GEONAMES:2638360	Scotland				Heath, J. & Emmet, A.M. (eds) (1979) The Moths and Butterflies of Great Britain and Ireland 9 1-288: 223		Welcome to UKmoths, your online guide to the moths of Great Britain and Ireland. UKMoths. Guide to the moths of Great Britain and Ireland. Accessed March 27, 2017. http://www.ukmoths.org.uk/.
